構成要素,検定種別,比較変数,群構成,N,効果量r,p値,構造的部分全体注意,低分散注意,オッズ比,q値(BH-FDR)
場所_病院,Δ(0→18か月),CDR:地域社会の活動,落ちた(N=6) vs 落ちなかった(N=21),27,-0.20634920634920628,0.4209290112296076,False,False,,0.7639798188463373
場所_病院,ベースライン,CDR:家庭・趣味,落ちた(N=7) vs 落ちなかった(N=23),30,-0.4347826086956521,0.056199417883674885,False,False,,0.3490927473806874
場所_病院,Δ(0→18か月),CDR:家庭・趣味,落ちた(N=6) vs 落ちなかった(N=21),27,-0.2142857142857142,0.4139090401671839,False,False,,0.7639798188463373
場所_病院,ベースライン,CDR:身の回りの世話,落ちた(N=7) vs 落ちなかった(N=23),30,0.04347826086956519,0.6363086093642671,False,True,,0.7639798188463373
場所_病院,Δ(0→18か月),CDR:身の回りの世話,落ちた(N=6) vs 落ちなかった(N=21),27,-0.40476190476190466,0.04450583982330595,False,False,,0.3471455506217864
場所_病院,精神症状,意欲低下,N=33,33,,0.685622914349277,False,False,0.7058823529411765,0.7639798188463373
場所_階,ベースライン,MMSE合計,落ちた(N=22) vs 落ちなかった(N=11),33,0.004132231404958664,1.0,True,False,,1.0
場所_階,Δ(0→18か月),MMSE合計,落ちた(N=22) vs 落ちなかった(N=9),31,0.5202020202020202,0.025471385712380005,True,False,,0.30565662854856007
場所_階,ベースライン,CDR-SB,落ちた(N=20) vs 落ちなかった(N=10),30,-0.43500000000000005,0.05497773974581216,False,False,,0.3490927473806874
場所_階,Δ(0→18か月),CDR-SB,落ちた(N=19) vs 落ちなかった(N=8),27,-0.125,0.6293033820113179,False,False,,0.7639798188463373
場所_階,ベースライン,Global CDR,落ちた(N=20) vs 落ちなかった(N=10),30,-0.10000000000000009,0.4788904913680819,False,True,,0.7639798188463373
場所_階,Δ(0→18か月),Global CDR,落ちた(N=19) vs 落ちなかった(N=8),27,-0.09210526315789469,0.6664047209420185,False,False,,0.7639798188463373
場所_階,ベースライン,MoCA-J合計,落ちた(N=21) vs 落ちなかった(N=11),32,-0.35064935064935066,0.10811060593370211,False,False,,0.42133512882010704
場所_階,Δ(0→18か月),MoCA-J合計,落ちた(N=16) vs 落ちなかった(N=9),25,0.625,0.011261723028308319,False,False,,0.24636545480009028
場所_階,ベースライン,MMSE:時間見当識,落ちた(N=22) vs 落ちなかった(N=11),33,0.2520661157024794,0.23393659414117618,False,False,,0.6402475208074295
場所_階,Δ(0→18か月),MMSE:時間見当識,落ちた(N=22) vs 落ちなかった(N=9),31,0.16161616161616166,0.48553779117851514,False,False,,0.7639798188463373
場所_階,ベースライン,MMSE:場所見当識,落ちた(N=22) vs 落ちなかった(N=11),33,0.31818181818181823,0.10309459286673334,True,False,,0.42133512882010704
場所_階,Δ(0→18か月),MMSE:場所見当識,落ちた(N=22) vs 落ちなかった(N=9),31,0.398989898989899,0.06221657662143072,True,False,,0.3490927473806874
場所_階,ベースライン,MMSE:物品呼称,,33,,,False,True,,
場所_階,Δ(0→18か月),MMSE:物品呼称,落ちた(N=22) vs 落ちなかった(N=9),31,-0.11111111111111116,0.1355930012663022,False,True,,0.4682031114203679
場所_階,ベースライン,MMSE:記銘,落ちた(N=22) vs 落ちなかった(N=11),33,0.045454545454545414,0.520338083386847,False,True,,0.7639798188463373
場所_階,Δ(0→18か月),MMSE:記銘,落ちた(N=22) vs 落ちなかった(N=9),31,-0.045454545454545414,0.5696715815879663,False,True,,0.7639798188463373
場所_階,ベースライン,MMSE:注意計算,落ちた(N=22) vs 落ちなかった(N=11),33,0.1198347107438017,0.5775115524017198,False,False,,0.7639798188463373
場所_階,Δ(0→18か月),MMSE:注意計算,落ちた(N=22) vs 落ちなかった(N=9),31,0.2222222222222222,0.3372730343325745,False,False,,0.751637047941166
場所_階,ベースライン,MMSE:遅延再生,落ちた(N=22) vs 落ちなかった(N=11),33,-0.2520661157024793,0.21134909020517156,False,False,,0.6105640383704957
場所_階,Δ(0→18か月),MMSE:遅延再生,落ちた(N=22) vs 落ちなかった(N=9),31,0.5303030303030303,0.011185698097636384,False,False,,0.24636545480009028
場所_階,ベースライン,MMSE:復唱,落ちた(N=22) vs 落ちなかった(N=11),33,-0.09090909090909083,0.17703807583277453,False,True,,0.5523587965982565
場所_階,Δ(0→18か月),MMSE:復唱,落ちた(N=22) vs 落ちなかった(N=9),31,0.13636363636363635,0.26949095857438243,False,True,,0.6737138870705995
場所_階,ベースライン,MMSE:読字理解,,33,,,False,True,,
場所_階,Δ(0→18か月),MMSE:読字理解,,31,,,False,True,,
場所_階,ベースライン,MMSE:3段階命令,落ちた(N=22) vs 落ちなかった(N=11),33,-0.12396694214876036,0.43713670138934235,False,False,,0.7639798188463373
