比較,N(あり),N(なし),中央値(あり),中央値(なし),検定,U統計量,p値
精神症状あり vs なし（0か月時点の注意計算、交絡確認用）,13,18,4.0,4.0,Mann-Whitney U,119.0,0.9502218429134635
