比較,N(あり),N(なし),中央値Δ(あり),IQR(あり),中央値Δ(なし),IQR(なし),検定,U統計量,p値,効果量(rank-biserial r)
精神症状あり vs なし（Δ注意計算）,13,18,1.0,0.00-1.00,0.0,-2.00-1.00,Mann-Whitney U,125.5,0.7425815252362041,-0.07264957264957261
