結果変数,N(観測数),N(症例数),N(2時点以上),N(意欲低下あり症例),時点別N,交互作用項係数(time×意欲低下),p値,収束
MoCA-J合計,80,33,28,12,"{""0か月"": 32, ""6か月"": 18, ""12か月"": 4, ""18か月"": 26}",-0.14571841385922818,0.06057382137332853,True
